ORIGIN,DEST,DISTANCE
ONT,MHR,372
PDX,ONT,838
PHL,TYS,554
PIE,TYS,550
SJU,ATL,1547
TYS,SDF,189
DFW,SEA,1660
SEA,DFW,1660
IAH,SJC,1608
FOK,TEB,75
SCF,PHX,14
RME,JFK,198
BNA,CMH,337
MDW,RNO,1680
TEB,FOK,75
BFD,PIT,123
PIT,BFD,123
MSP,AZO,426
ABQ,SEA,1180
PSP,SEA,987
SEA,ABQ,1180
SEA,PSP,987
ADW,ATL,553
ATL,PBI,545
ATL,SAT,874
AUS,MSP,1042
BOS,FMH,55
CAK,MSP,657
CVG,LAX,1900
FMH,JFK,184
GRB,PIT,488
JFK,ORD,740
JFK,SSC,589
LAX,SAN,109
MDW,JFK,732
MIA,PIE,208
MSP,CAK,657
MSY,PVD,1326
OAK,SNA,371
ORD,JFK,740
PIT,GRB,488
PIT,MSY,918
SAN,SEA,1050
SLC,SJC,584
SNA,SLC,588
SSC,BOS,774
TPA,MIA,204
CLT,FAY,118
FAY,CLT,118
ACK,PVD,78
BED,ACK,105
EGE,ASE,29
MRN,HKY,14
SRQ,BCT,167
SYR,MSV,118
BET,HPB,153
BET,KWT,13
CLP,KMO,21
DLG,WKK,17
EMK,ANC,484
HPB,SCM,29
KWT,KWN,73
PIP,UGB,12
PKA,WNA,7
SCM,BET,145
TNK,NME,21
TNK,WWT,33
UGB,PTH,47
WKK,DLG,17
WNA,PKA,7
XNA,CLT,754
EWR,PBI,1023
PBI,EWR,1023
BET,STG,401
TEB,HPN,24
LGA,LEX,604
ADK,ANC,1192
ANC,ADK,1192
ANC,BRW,725
IAH,SEA,1874
SEA,IAH,1874
SEA,ONT,956
ADW,LFI,122
AHN,BNA,242
AHN,GSO,243
AHN,SAV,176
ALB,MSP,980
ATL,AHN,67
ATL,AUS,813
ATL,COS,1184
ATL,DAB,366
ATL,LAS,1747
ATL,NQX,646
ATL,PHX,1587
ATL,SBN,566
ATL,SNA,1919
AUS,ATL,813
BIF,SLC,691
BNA,AHN,242
BOS,HPN,166
BWI,CVG,430
CHO,DTW,382
CLE,JFK,425
CVG,LAS,1678
CVG,MKE,318
CVG,SEA,1965
DAB,ATL,366
DCA,MSP,931
DTW,MIA,1145
DTW,SBN,157
GSO,BNA,377
IAD,BOS,413
IAH,SLC,1195
JFK,ADW,207
LAS,CVG,1678
LAS,DTW,1749
LAS,MSP,1299
LAS,SEA,867
LAX,RDU,2239
LFI,JFK,282
LGA,MKE,738
LGA,SAV,722
LGA,SBN,651
MCO,SLC,1931
MEM,SBA,1694
MIA,MCF,197
MKE,LGA,738
MSP,DCA,931
MSP,LAS,1299
MSP,RAP,489
MSY,LWB,783
OFF,ATL,815
PBI,ATL,545
RDU,IAD,224
SAV,BNA,417
SBN,ATL,566
SBN,CHO,485
SBN,DTW,157
SBN,LGA,651
SEA,LAS,867
SJC,SNA,342
SLC,ATL,1590
SLC,MCO,1931
SMF,SAN,480
SNA,ATL,1919
SNA,DEN,846
SNA,SJC,342
TVC,HPN,653
UXP,MSP,1022
DAY,LGA,549
LGA,DAY,549
ORD,PWK,9
BGR,DAL,1710
FAQ,PPG,87
PPG,FAQ,87
CLT,PHX,1773
GEG,PHX,1020
PHX,CLT,1773
DFW,PDX,1616
JNU,PSG,123
PDX,DFW,1616
PSG,WRG,31
WRG,KTN,82
BOI,SEA,399
MYR,PHL,473
PHL,BDL,196
LAX,IAD,2288
SBD,SNA,46
BCT,HPN,1077
MIA,TEB,1098
MIA,OPF,8
LUK,BTL,225
PWK,ORD,9
AHN,ATL,67
AHN,TYS,134
AHN,UST,299
ALB,EWR,143
ATL,TUS,1541
BUF,EWR,282
BUF,FLL,1166
BUF,PHL,279
BUR,LAX,18
BWI,LGA,185
CLE,CMH,112
CLE,CVG,221
CMH,CLE,112
CMH,HPN,489
CMH,MEM,518
COS,ATL,1184
COS,LAX,833
CPS,LAX,1603
CVG,JAX,613
CVG,PHL,507
DAL,CPS,545
DEN,HOU,883
DEN,OKC,495
DEN,SFO,967
DTW,PHX,1671
EWR,ALB,143
FLL,PHL,992
FWA,CLT,460
GRB,SJC,1822
GRK,SJU,2171
HOU,DEN,883
HOU,MCO,849
HPN,MKE,741
IAD,MCO,758
IND,MCO,829
IND,MSY,707
IND,PTK,253
IND,SLC,1355
JAX,AHN,257
JAX,MSY,514
JFK,BUR,2465
LAS,SMF,397
LAX,DAL,1246
LEX,HOU,842
LEX,SJC,2032
LGA,PHL,96
LWB,IND,343
MCO,MDW,990
MCO,MFE,1052
MCO,MSY,551
MCO,OKC,1069
MCO,SDF,719
MDW,CMH,283
MDW,DAL,793
MDW,IND,162
MDW,MEM,480
MDW,MSY,825
MEM,CMH,518
MEM,MSN,560
MFE,MCO,1052
MHT,PHL,289
MKC,JFK,1109
MKE,HPN,741
MKE,IAD,611
MSP,AUS,1042
MSP,TUL,615
MSY,JAX,514
MSY,LEX,642
NC1,RIV,2050
OAK,SAN,446
OKC,JFK,1345
PDX,OAK,543
PHL,ALB,212
PHL,BWI,90
PHL,MHT,289
PHL,MKE,690
PHL,TPA,920
PHX,CLE,1737
PHX,SAT,843
PHX,SEA,1107
PIT,PHX,1814
PTK,FWA,148
PTK,IND,253
SAN,PDX,933
SAT,BOS,1764
SAT,DAL,248
SAT,SMF,1463
SBA,MEM,1694
SDF,IND,111
SEA,SFO,679
SFO,SEA,679
SJC,SAN,417
SJC,SLC,584
SJC,SMF,94
SLC,PTK,1475
SMF,LAS,397
SMF,LEX,1995
SMF,SAT,1463
SNA,BNA,1772
SNA,MSP,1522
TPA,BUF,1053
TUL,MSP,615
TUS,ATL,1541
TYS,AHN,134
UST,ATL,312
JFK,AUS,1521
PHL,PVD,237
PVD,PHL,237
IAH,MIA,964
LAX,SNA,36
PHX,PHX,0
LAX,FLL,2343
TKJ,TKJ,0
MRI,SKW,68
BVU,MRI,40
MRI,ANC,6
MRI,SKW,69
MRI,XWA,53
SKW,MRI,69
XWA,MRI,53
MRI,BVU,40
MRI,TYE,44
TYE,MRI,44
XWA,SKW,70
BVU,TYE,7
OME,OME,0
CGA,WFB,59
OME,OTZ,183
OTZ,OME,183
KTB,WFB,41
KTB,ZXM,21
KXA,WFB,31
WFB,ZXM,26
WMK,KTB,12
ZXM,CGA,32
ZXM,WFB,26
OME,JLA,573
AGN,TKE,27
JNU,JNU,0
PBK,JNU,39
CGA,HYL,20
HYL,CGA,20
WFB,HYL,39
AGN,JNU,59
CYM,JNU,60
JNU,AGN,59
JNU,CYM,60
TKE,AGN,27
TKE,PBK,19
OME,RDB,254
OTZ,OTZ,0
WLK,WLK,0
WFB,WMK,35
FBS,KEH,64
RNT,KEH,18
KEH,LKE,9
LKE,FBS,70
KEH,KEH,0
LKE,LKE,0
RCE,KEH,72
FBS,LKE,70
KEH,FBS,64
KEH,RCE,72
KEH,WA7,104
LKE,RSJ,73
RSJ,KEH,67
LPS,LKE,65
RCE,LPS,13
RCE,WSX,12
KEH,PUL,18
KEH,RNT,18
KEH,WSX,69
PUL,RCE,65
LKE,KEH,9
ARC,FAI,237
CIK,FAI,173
CIK,FYU,42
FAI,ARC,237
FAI,CIK,173
FAI,GAL,268
FAI,LMA,148
FAI,NUL,302
FAI,WBQ,108
FYU,FAI,143
GAL,RBY,43
LMA,FAI,148
NUL,FAI,302
RBY,FAI,225
WBQ,CIK,103
WBQ,FAI,108
CXF,SVS,91
EAA,FAI,198
FAI,CXF,181
FAI,EAA,198
FAI,RBY,225
FAI,SHX,387
SHX,FAI,387
SVS,FAI,90
FAI,UTO,187
IRC,FAI,130
UTO,FAI,187
ANV,GAL,176
ANV,HCR,34
FAI,HCR,410
FAI,MLY,83
FAI,TAL,127
GAL,ANV,176
GAL,TAL,145
HCR,ANV,34
HCR,FAI,410
HUS,FAI,203
HUS,KAL,177
KAL,FAI,326
KAL,GAL,61
MLY,FAI,83
NUL,KAL,35
TAL,FAI,127
TAL,GAL,145
WFB,CGA,59
WFB,KTB,41
AET,FAI,182
BTT,BTT,0
FAI,AET,182
FAI,FAI,0
FAI,HSL,254
FAI,KAL,326
FAI,MNT,50
FAI,RMP,82
FAI,SHG,300
FAI,SVS,90
FAI,VEE,158
GAL,FAI,268
GAL,KYU,25
HSL,FAI,254
KYU,GAL,25
MLY,WBQ,133
MNT,FAI,50
RBY,GAL,43
RMP,FAI,82
RMP,WBQ,97
SHG,FAI,300
SVS,RMP,47
VEE,ARC,79
WBQ,MLY,133
CEM,FAI,104
FAI,CEM,104
FAI,FYU,143
FAI,LIV,53
FAI,OTZ,441
FAI,TKJ,181
LIV,FAI,53
OTZ,FAI,441
TKJ,EAA,114
KTB,HYL,15
ZXN,ZXM,11
ARC,ENN,266
FAI,KBC,117
FAI,KYU,291
KBC,FAI,117
KYU,FAI,291
MNT,MLY,39
RMP,SVS,47
TAL,RMP,61
HYL,KTB,15
HYL,WFB,39
HYL,ZXM,13
WFB,ZXN,19
ZXN,CGA,41
CXF,FAI,181
DCK,FAI,295
FAI,DCK,295
FAI,KGX,395
FAI,MCG,269
FAI,OBU,294
FAI,UMT,336
KGX,FAI,395
KGX,SHX,21
MCG,KGX,141
OBU,FAI,294
UMT,FAI,336
UTO,UTO,0
MTM,WFB,16
WFB,MTM,16
DJN,FAI,83
ENN,FAI,41
FAI,ENN,41
KBC,WBQ,45
ABL,OBU,28
AKP,FAI,254
FAI,ABL,323
FAI,AKP,254
GAL,NUL,34
PUL,KEH,18
RSJ,LKE,73
LKE,PUL,16
LKE,LPS,65
WSX,LKE,76
FBS,RSJ,10
BET,PQS,87
BET,PTU,122
EMK,AUK,10
AUK,HPB,93
05A,FAI,191
EAA,IRC,112
FAI,05A,191
WBQ,VEE,53
CXF,05A,58
TAL,HSL,128
VEE,EAA,214
VEE,FAI,158
VEE,RMP,148
WBQ,05A,86
MLY,RMP,39
RMP,MLY,39
AET,HUS,58
ARC,05A,78
HUS,HSL,64
RMP,MNT,33
ARC,VEE,79
FAI,IRC,130
MNT,FYU,153
FYU,VEE,43
AK7,FAI,79
FAI,AK7,79
FAI,JZM,244
FAI,NIB,234
JZM,FAI,244
NIB,FAI,234
AKN,ILI,97
AKN,KNK,84
DLG,IGG,95
ILI,KLL,81
ILI,KNK,23
KLL,IGG,37
KNK,DLG,134
AKN,KLL,32
BET,ILI,248
DLG,ILI,136
DLG,KLL,59
DLG,KNK,134
DLG,PDB,163
IGG,ILI,46
IGG,KNK,40
IGG,PDB,70
ILI,AKN,97
ILI,BET,248
ILI,IGG,46
ILI,NNL,16
KLL,AKN,32
KLL,DLG,59
KNK,ILI,23
KNK,NNL,38
NNL,ILI,16
NNL,KNK,38
AKN,NNL,111
DLG,NNL,144
ILI,PDB,28
NNL,AKN,111
NNL,DLG,144
PDB,NNL,28
AKN,IGG,52
ENA,ILI,139
IGG,AKN,52
ILI,ENA,139
ILI,KNW,89
KNW,ILI,89
IGG,KLL,37
KNK,AKN,84
HOM,ILI,121
ILI,DLG,136
ILI,HOM,121
NNL,KLL,92
KLL,ILI,81
PTU,BET,122
FAI,ANC,261
PQS,BET,87
ATT,PKA,20
BET,AKI,22
EEK,KKI,52
KKI,KLG,58
KUK,PKA,28
KUK,WNA,22
KWT,AKI,11
KWT,ATT,29
MLL,TLT,64
NUP,WNA,22
PKA,GNU,110
PKA,KWN,66
PKA,NUP,26
TLT,PKA,39
WNA,KWT,19
WTL,NUP,40
WTL,PKA,40
AET,OBU,120
FYU,WBQ,62
WBQ,FYU,62
AKI,KWT,11
AKI,PKA,23
ANI,AKI,73
ATT,KWT,29
BET,ANI,95
BET,HCR,119
BET,KPN,95
BET,KWN,71
BET,NUP,22
EEK,KWN,32
EEK,NUP,50
HCR,BET,119
KLG,BET,72
KLG,KWT,63
KLG,PKA,75
KUK,KWN,81
KWT,KLG,63
WNA,NUP,22
WTL,AKI,63
WTL,WWT,79
CXF,CXF,0
FAI,HUS,203
HSL,KYU,70
MNT,HSL,205
ANC,TKJ,272
TKJ,ANC,272
ADQ,AKK,85
ADQ,HOM,136
ADQ,KYK,74
ADQ,PGM,113
HOM,ADQ,136
KOZ,AKK,95
KYK,AKK,45
PGM,ADQ,113
BET,KGX,157
BET,WNA,8
EEK,ATT,46
EEK,KUK,49
GNU,EEK,78
KGX,BET,157
KKI,CHU,89
KKI,RSH,60
KLG,KKI,58
KUK,BET,24
KWN,KKH,39
KWN,OOK,124
KWN,PKA,66
NUP,KUK,4
PQS,KUK,75
WNA,WTL,34
ANC,HKB,189
AKI,KUK,44
AKI,WNA,29
ATT,KKI,27
BET,SXP,156
BET,TLT,37
KKI,PKA,17
KKI,PQS,85
KPN,EEK,71
KUK,AKI,44
KUK,ATT,8
NUP,PKA,26
PKA,EEK,35
PQS,KKI,85
PQS,PKA,93
SXP,BET,156
AKK,OLH,39
AKI,KKI,9
ATT,PQS,77
BET,DLG,167
BET,KSM,101
CHU,BET,104
DLG,CHU,177
EMK,BET,164
KKH,WNA,59
KKI,EMK,163
NUP,MLL,68
NUP,WTL,40
PKA,AKI,23
KOZ,OLH,58
FAI,CKX,184
FYU,IRC,61
FYU,RMP,156
GAL,GAL,0
IRC,FYU,61
SVS,MLY,85
AKI,KLG,53
ANI,BET,95
ATT,NUP,6
BET,NME,100
BET,VAK,136
BET,WTL,42
CYF,WNA,88
EEK,PKA,35
EEK,WNA,33
KUK,PQS,75
KWT,WNA,19
MLL,RSH,24
NUP,KWT,35
PQS,KLG,88
PQS,KWT,93
PQS,TLT,87
RSH,KKI,60
RSH,RSH,0
VAK,BET,136
WNA,TLT,45
WTL,BET,42
ABL,FAI,323
CHP,FAI,105
FAI,CHP,105
FAI,RSH,468
MCG,FAI,269
RSH,MCG,201
KLN,ORI,48
OLH,KLN,34
ORI,KLN,48
ADQ,DQL,254
AKK,KOZ,95
DQL,KLN,290
KYK,KLN,18
OLH,AKK,39
ORI,AKK,82
FAI,BTT,179
TKJ,FAI,181
ADQ,DLG,236
AKK,KYK,45
AKK,SKJ,28
DLG,KLN,195
NNK,KLN,139
OLH,SKJ,57
ORI,OLH,49
SKJ,ADQ,104
SKJ,AKK,28
FAI,RLU,301
HSL,SHG,86
RLU,FAI,301
RMP,HSL,178
RBY,RMP,165
RMP,RBY,165
ANV,BET,140
BET,ANV,140
BET,CHU,104
BET,OOK,112
BET,RSH,71
CYF,ATT,85
KKH,KKI,81
KKI,AKI,9
KLG,KUK,86
KPN,BET,95
KUK,MLL,71
KUK,WTL,38
KWT,MLL,77
KWT,PQS,93
KWT,VAK,148
NUP,NUP,0
OOK,KPN,56
PKA,ATT,20
RSH,BET,71
RSH,KLG,36
VAK,KUK,113
WNA,ATT,16
WTL,WTL,0
AKI,AKI,0
AKI,NUP,41
AUK,BET,162
BET,AUK,162
KKI,NUP,32
KKI,TLT,22
KUK,WWT,72
KWN,GNU,45
KWT,PKA,13
NUP,KKI,32
PKA,TLT,39
PKA,WTL,40
WNA,KKI,23
WNA,WNA,0
WTL,KWT,52
WTL,PTU,96
ANI,CKD,50
ATT,WNA,16
BET,CYF,95
BET,MOU,110
BET,PKA,6
BET,SHX,152
BET,WWT,95
CYF,OOK,39
GNU,PTU,11
HPB,VAK,18
KKH,KWK,12
KKI,CKD,130
KLG,AKI,53
KPN,WNA,88
KWK,KPN,30
KWN,KWT,73
KWT,KKI,9
MLL,KWT,77
NME,BET,100
PKA,BET,6
PKA,KLG,75
SHX,BET,152
WNA,KUK,22
WWT,ATT,80
ANI,SRV,98
ATT,ATT,0
ATT,KUK,8
ATT,MLL,69
BET,EHM,148
BET,EMK,164
BET,KKH,67
BET,KWK,77
BET,MLL,75
CYF,BET,95
EEK,WTL,23
EHM,PTU,27
KKI,KUK,35
KPN,CYF,17
KSM,BET,101
KSM,MOU,13
KWK,KKH,12
KWN,BET,71
KWN,EEK,32
KWN,WNA,65
KWN,WTL,49
KWT,TLT,27
MLL,PQS,29
MOU,BET,110
NME,CYF,27
NUP,ATT,6
OOK,BET,112
PKA,KUK,28
PQS,KSM,16
PTU,KWN,51
SRV,ANI,98
SXP,ATT,142
TLT,AKI,16
TLT,KKI,22
TLT,KLG,37
TLT,KWT,27
TLT,NUP,52
VAK,AUK,84
WWT,BET,95
LKK,KEK,89
RBH,LKK,38
LKK,DLG,122
AKN,LKK,59
AKN,RBH,32
LKK,ILI,55
RBH,RBH,0
DQL,LKK,235
IGG,LKK,38
LKK,IGG,38
LKK,AKN,59
ARC,BTI,148
WFB,KXA,31
MRI,MRI,0
SKW,BVU,55
SKW,MRI,68
CKD,MCG,111
GEK,MCG,29
MCG,ANI,159
MCG,GEK,29
AKK,KLN,42
KLN,ADQ,57
KYK,ADQ,74
KLL,KNK,76
KNK,KLL,76
MCG,TCT,14
TCT,TLJ,7
TLJ,MCG,12
ADQ,KLN,57
AKK,ORI,82
KLN,KYK,18
KOZ,ORI,15
OLH,KYK,50
TYE,XWA,10
XWA,TYE,10
NNL,IGG,59
ANV,KGX,17
CKD,SRV,51
KGX,TCT,128
MCG,ANV,147
MCG,NIB,40
MCG,RDV,98
NIB,MCG,40
RDV,CKD,26
SRV,MCG,87
TCT,MCG,14
KOZ,KLN,63
NNL,PTA,24
PTA,ILI,37
PDB,ILI,28
TYE,BVU,7
AKK,ADQ,85
OLH,ORI,49
ORI,KYK,63
IGG,NNL,59
ADQ,ADQ,0
BYA,ANC,347
TKJ,BYA,77
KKA,UNK,74
UNK,KKA,74
BVU,JZE,35
BVU,XWA,18
JZE,MRI,71
MRI,JZE,71
XWA,BVU,18
KEB,ADQ,113
KLN,KOZ,63
KYK,ORI,63
PGM,KEB,3
IGG,DLG,95
KNK,IGG,40
BET,UNK,218
KKA,SKK,39
SKK,UNK,36
UNK,BET,218
UNK,SKK,36
DLG,KNW,49
KLL,NNL,92
HCR,MCG,143
MCG,SHX,127
MCG,TLF,78
RSH,HCR,58
SHX,RSH,85
TLF,MCG,78
OME,WAA,109
UNK,OME,147
WAA,UNK,247
AKN,CLP,69
ATT,BET,16
AUK,KOT,45
BET,CZF,156
BET,KLG,72
BET,KOT,165
BET,SCM,145
CYF,KPN,17
CZF,BET,156
DLG,DLG,0
DLG,KMO,20
EHM,BET,148
HPB,BET,153
KKH,EEK,34
KKI,BET,15
KMO,DLG,20
KMO,KMO,0
KOT,AUK,45
KOT,MOU,65
KOT,SXP,55
KPN,AUK,192
KWN,TOG,71
KWT,BET,13
NME,ATT,87
NUP,BET,22
SCM,VAK,21
SXP,KOT,55
TLT,BET,37
TNK,CYF,46
VAK,HPB,18
WNA,BET,8
WNA,EEK,33
WTL,CYF,57
WWT,EMK,128
IGG,KGK,55
ILI,KGK,82
ILI,LKK,55
KGK,DLG,65
KGK,ILI,82
AKN,KGK,76
AKN,UGS,84
AUK,AUK,0
BET,BET,0
BET,KKI,15
BET,TNK,117
CHU,PKA,105
CYF,KKH,50
CYF,NME,27
DLG,WSN,59
EGX,DLG,72
EMK,HPB,103
EMK,KOT,35
KGK,AKN,76
KKH,BET,67
KKH,CYF,50
KKH,KWN,39
KKI,KWT,9
KLL,CLP,63
KMO,TWA,44
KNW,AKN,60
KOT,PQS,79
KPN,NME,44
KWK,OOK,81
KWN,TNK,131
MOU,EMK,54
NME,KWK,67
NME,TNK,21
OOK,CYF,39
PIP,EGX,43
PIP,PTH,59
PQS,EMK,78
PTH,EGX,97
TNK,BET,117
TWA,KMO,44
UGS,EGX,46
VAK,KKI,144
WSN,CLP,56
WTL,KKH,27
WTL,KWN,49
WTL,WNA,34
ILI,PTA,37
KGK,KNW,19
KLL,KGK,44
KNW,NNL,96
AUK,NME,153
AUK,SCM,64
BET,ATT,16
BET,EEK,40
CLP,WKK,31
CYF,WWT,57
EGX,UGS,46
HPB,EMK,103
HPB,SXP,81
KMO,CLP,21
KMO,KEK,62
KMO,KLL,79
KMO,WKK,26
KUK,EEK,49
KUK,KWK,73
KWK,WTL,36
KWN,DLG,128
KWN,KUK,81
KWN,KWK,47
NME,EMK,161
OOK,WWT,31
PTH,PIP,59
PTH,UGS,61
SCM,EMK,74
TNK,KKH,93
UGS,PTH,61
WNA,KWK,70
WNA,NME,94
WWT,CYF,57
WWT,NME,33
WWT,OOK,31
OLH,KOZ,58
GST,HNH,25
JNU,GST,41
CZN,TKJ,92
TKJ,CZN,92
JNU,HNH,35
JNU,HNS,70
SGY,HNS,17
SGY,JNU,81
KYK,KOZ,78
HNH,JNU,35
HNS,JNU,70
GST,JNU,41
HNS,HNH,80
JNU,SGY,81
PSG,JNU,123
HNH,HNH,0
JNU,WRG,153
WRG,SGY,233
CKX,TKJ,60
TKJ,CKX,60
HNS,HNS,0
SGY,SGY,0
HKB,TKJ,189
ATT,OOK,98
CLP,WSN,56
DLG,PTH,144
KPN,TNK,62
KWK,BET,77
KWK,KWN,47
PKA,KKH,64
VAK,SCM,21
WWT,KWN,126
HNS,GST,57
BET,KUK,24
CLP,DLG,15
CYF,WTL,57
DLG,BET,167
EEK,BET,40
EMK,SXP,22
KKH,TOG,108
KKI,SCM,150
KKI,VAK,144
KKI,WNA,23
KKI,WTL,57
KOT,BET,165
KUK,NME,79
KWK,NME,67
KWK,TOG,113
KWK,WWT,89
NME,NUP,83
NME,VAK,80
NME,WNA,94
RSH,PKA,76
SCM,KKI,150
SXP,EMK,22
WNA,KKH,59
WTL,EEK,23
WWT,KUK,72
GST,SGY,73
TKJ,HKB,189
ANI,PQS,113
ATT,KWN,78
AUK,EMK,10
BET,KMO,158
DLG,KWN,128
EEK,KWK,45
HPB,MOU,90
KGX,HCR,50
KLG,ANI,27
KMO,KPN,187
KPN,KUK,83
KSM,WNA,105
KUK,CYF,79
KUK,OOK,90
KWK,EEK,45
MOU,KSM,13
NME,AUK,153
OOK,KUK,90
PKA,NME,101
TOG,BET,129
TOG,DLG,67
TOG,KWN,71
WNA,CHU,111
WNA,OOK,106
IAD,AUS,1297
AUS,DAL,189
HYL,KXA,10
KTB,WMK,12
KXA,KTB,12
WMK,ZXM,23
ZXM,KXA,9
ANI,EEK,127
ATT,TNK,104
CHU,PQS,123
CYF,KUK,79
CYF,KWK,43
CYF,PKA,94
EEK,OOK,107
EEK,PTU,83
EEK,TLT,71
EHM,EEK,108
EMK,TLT,165
GNU,EHM,37
KLG,MLL,60
KLG,TLT,37
KPN,KKH,40
KPN,OOK,56
KPN,WWT,73
KWK,PKA,75
KWN,KWN,0
KWN,PTU,51
KWT,NUP,35
MLL,KLG,60
NUP,GNU,127
OOK,ATT,98
OOK,OOK,0
OOK,WNA,106
PKA,KWT,13
PTU,ATT,129
PTU,PKA,117
RSH,TLT,49
TLT,PQS,87
TLT,RSH,49
TNK,ATT,104
TNK,KKI,130
WNA,GNU,110
WTL,KWK,36
WWT,KWT,108
WWT,NUP,74
CIK,WBQ,103
RBY,KYU,68
CGA,EDA,37
EDA,CGA,37
EDA,WFB,87
HYL,WMK,24
KTB,PTD,91
PSG,WFB,111
PTD,KTB,91
WFB,EDA,87
WFB,PSG,111
WFB,WHD,75
WHD,WFB,75
AKI,BET,22
AKI,MLL,72
BET,TWA,130
CYF,NUP,82
EEK,KKH,34
GNU,BET,115
GNU,TOG,42
GNU,WNA,110
KKH,KPN,40
KPN,NUP,87
KPN,WTL,55
KWK,KUK,73
KWT,KUK,37
MLL,ATT,69
MLL,KUK,71
NME,KPN,44
NME,KUK,79
NUP,KPN,87
NUP,PQS,73
NUP,TNK,99
OOK,NUP,93
PQS,RSH,53
PTU,EEK,83
PTU,WNA,116
RSH,PQS,53
TNK,KWK,87
TNK,WNA,112
TOG,KWK,113
TWA,BET,130
WNA,PTU,116
WTL,KPN,55
WTL,KUK,38
WWT,WNA,92
TIQ,SPN,11
ATT,KLG,79
ATT,KPN,88
AUK,KSM,63
KGK,BET,173
KGK,PKA,170
KKH,KUK,64
KLG,RSH,36
KPN,ATT,88
KPN,PKA,94
MLL,MLL,0
NME,KKH,72
NUP,AUK,144
NUP,WWT,74
OOK,KWT,125
PKA,RSH,76
RSH,MLL,24
SCM,AUK,64
TLT,CHU,67
TLT,WNA,45
WNA,KPN,88
WTL,NME,70
WWT,WWT,0
ROP,TIQ,62
EDA,KTB,47
KTB,EDA,47
ZXM,KTB,21
ANV,MCG,147
KGX,MCG,141
MCG,UNK,174
NIB,TAL,164
NIB,TCT,53
TAL,NIB,164
TCT,ANV,134
TCT,KGX,128
TCT,NIB,53
UNK,MCG,174
CYF,TNK,46
EEK,KWT,45
KKH,PKA,64
KWK,CYF,43
KWK,KWT,87
KWT,KWT,0
NUP,VAK,114
OOK,KWK,81
PQS,NUP,73
PTU,PTU,0
TNK,NUP,99
VAK,KWN,178
WTL,ATT,39
AUK,VAK,84
EMK,MOU,54
OOK,NME,14
OOK,TNK,7
PKA,MOU,115
VAK,EMK,93
WWT,TNK,33
AUK,PQS,78
EMK,KSM,63
EMK,RSH,124
EMK,SCM,74
KOT,SMK,55
KSM,MLL,44
MLL,KSM,44
MOU,KOT,65
NME,PKA,101
RSH,EMK,124
SCM,WBB,156
SMK,SXP,109
WBB,EMK,86
CGA,KXA,30
KXA,CGA,30
NKI,WFB,71
WFB,NKI,71
WMK,KXA,15
HCR,SHX,36
MCG,HCR,143
SHX,ANV,20
SHX,KGX,21
SHX,MCG,127
SHX,TCT,114
BET,GNU,115
GNU,KWN,45
GNU,PKA,110
HPB,KSM,100
KKH,TNK,93
KKI,ATT,27
KKI,KKI,0
KLG,PQS,88
KPN,KWK,30
KUK,TOG,146
KWK,NUP,76
KWK,WNA,70
KWT,KWK,87
MLL,AKI,72
MLL,NUP,68
PTU,KKI,132
PTU,TOG,51
TNK,KPN,62
TNK,KUK,95
TNK,PKA,119
TOG,KUK,146
WWT,KPN,73
AKN,DLG,71
CYF,KKI,109
EMK,WBB,86
KOT,SCM,105
KPN,KLG,167
KSM,NUP,85
KUK,KKI,35
KWN,AKI,82
KWN,ATT,78
KWN,KKI,81
KWN,KPN,77
NUP,CYF,82
PKA,CYF,94
SCM,HPB,29
SCM,SMK,159
SMK,EMK,89
WNA,WWT,92
AKI,KPN,117
ANV,EMK,137
ANV,KSM,108
ATT,AKI,35
ATT,KWK,75
ATT,WTL,39
EMK,ANV,137
EMK,KLG,160
EMK,SMK,89
HPB,KWT,165
KKI,MLL,68
KLG,EMK,160
KPN,AKI,117
KSM,ANV,108
KSM,EMK,63
KWK,ATT,75
MLL,BET,75
WBB,KOT,52
FAI,SCC,373
FYU,CIK,42
OTZ,PHO,150
PHO,FAI,574
SCC,FAI,373
CGA,KTB,28
CGA,ZXN,41
KCC,WFB,68
KTB,ZXN,31
KXA,ZXM,9
WFB,KCC,68
WFB,WRG,83
WFB,WWP,77
WMK,HYL,24
WMK,WFB,35
WWP,WFB,77
ZXN,HYL,23
ANC,MCG,220
NIB,ANC,191
ELV,JNU,64
JNU,ELV,64
TKE,JNU,50
BET,KNW,179
HCR,KGX,50
KNW,BET,179
KNW,KWT,168
KUK,KWT,37
KUK,NUP,4
KWK,TNK,87
KWT,KNW,168
NUP,OOK,93
PKA,KWK,75
PQS,ATT,77
TLT,MLL,64
TNK,WTL,91
WNA,KWN,65
AKI,KYU,296
RBY,TAL,103
AUK,MOU,53
EEK,KPN,71
EMK,MLL,102
EMK,NUP,146
MOU,MLL,56
NME,WWT,33
SXP,MOU,48
TNK,OOK,7
ANV,SMK,84
CHU,SHX,78
DLG,KGK,65
EMK,KUK,147
KEK,DLG,43
KKH,OOK,86
KNW,KEK,7
SHX,HCR,36
TLT,EMK,165
GUM,SPN,129
SPN,GUM,129
TIQ,ROP,62
ZXN,KXA,19
ANV,SHX,20
HCR,NIB,182
HCR,TCT,132
JNU,PBK,39
JNU,PEC,67
JNU,TKE,50
PEC,JNU,67
TAL,LMA,89
AKN,PIP,83
AKN,UGB,95
CLP,AKN,69
CLP,TWA,65
