ORIGIN,DEST,DISTANCE
FSD,FWA,618
LEX,COS,1089
LNK,CMX,599
MBS,LIT,748
MKE,CHO,597
MLI,CPR,824
MSN,CYS,805
MSN,EAU,160
PAH,FSD,616
PAH,SBN,347
PSC,FAT,656
SBA,TUS,539
SDF,DLH,683
STC,FWA,547
STC,MKE,355
STC,MKG,421
STC,SPI,452
TVC,DLH,351
MEM,PKB,556
RDU,EWN,113
AEX,TRI,682
BTR,ABI,520
CAE,DTW,583
CLE,CKB,169
CSG,CHA,174
GSO,CHO,163
ICT,CKB,938
ROA,AVL,193
AVL,DPA,543
BOI,SBA,660
DPA,ORD,18
DRO,GJT,142
DSM,CMX,466
DVL,ORD,684
FSD,XNA,520
FWA,SPI,249
MBS,MKE,197
MKG,LNK,564
MKG,STC,421
MSN,AVL,644
MTJ,DRO,94
OMA,AVL,829
OTH,ONT,738
PAH,DSM,405
PAH,MKG,442
PIA,CMX,453
SPI,DLH,499
STC,ATW,286
STC,FSD,190
STC,ICT,572
TUL,MKE,631
TVC,APN,102
XNA,FAR,746
ABE,RIC,239
ATL,ILG,643
CHA,CSG,174
CRW,BRO,1261
CRW,CAE,307
SBN,CAE,606
TYS,GGG,658
COS,ROW,380
CVG,ABR,831
DSM,LIT,476
IDA,BZN,163
MKE,PAH,409
MSO,COS,734
PSP,RDM,761
ATL,MEI,267
BRO,OKC,654
CAE,CMH,429
FSD,BTR,951
GSP,LEX,254
MEI,OKC,551
MLU,ABI,447
TRI,FAY,223
TRI,ILM,296
AMA,BFL,979
BNA,PAH,133
BOI,PSC,234
CHO,FWA,410
FCA,ONT,999
GJT,BFL,633
IDA,MOT,614
JMS,BIS,99
MFR,RNO,256
MSN,GTF,1110
MTJ,ONT,622
ONT,PSC,846
PIA,PAH,253
PSP,MFR,683
RNO,OTH,356
SAN,PSC,939
SMF,SBA,310
TYE,PAQ,77
ITH,BWI,229
ALB,CHO,401
DUT,HOM,695
CKB,ROW,1413
LGB,FAT,222
MFR,EUG,122
MTJ,GJT,54
OKC,ROW,421
FAT,MFR,421
TUS,PSP,344
SBA,LGB,106
JAX,LAX,2153
ILM,EWR,488
LIH,LNY,174
SBA,MFR,572
SBP,CIC,321
OKC,BTV,1434
BHM,SYR,875
JFK,PVD,144
MDT,MSP,898
HLN,RST,966
SHD,BOS,503
CLE,BGR,698
MSP,PHF,1022
ICT,SLC,809
SLC,CID,1054
SLC,ICT,809
BTR,BHM,332
GRB,AVL,691
DCA,GRB,692
KQA,AKN,470
CLE,RST,569
IAH,FNT,1101
BMI,GSP,532
ICT,TYS,756
SAT,BTR,444
ATW,FNT,256
MGM,DTW,704
RIC,AGS,387
TUL,SBN,640
MDW,FWA,144
SBP,TUS,599
PHL,SPI,767
GEG,ORD,1498
TLH,MCN,164
SAT,SJC,1454
ASN,BRO,863
BWG,PTK,424
GDC,HTS,249
HTS,PTK,300
IAG,PTK,229
LAN,MGM,729
MFE,GDC,1114
PTK,CID,428
PTK,LAN,60
PTK,TUP,647
BRO,PHX,1018
DAL,PTK,997
GYY,DAL,797
LRD,YNG,1424
YIP,MKC,619
MIA,BQN,981
AOH,SDF,197
DRT,MFE,275
IAG,BWG,580
IND,GDC,404
PTK,AOH,139
PTK,DAL,997
PTK,SUS,469
SKF,BRO,250
ABE,BTV,288
AZO,GSP,537
BTV,PTK,530
IKV,PTK,525
JAN,MRC,279
LRD,TUP,785
MAF,BRO,506
MRC,JAN,279
PAE,MAF,1524
PHX,PAE,1133
PTK,ABE,436
PTK,ANB,640
PTK,SBM,236
SBM,IKV,324
TUL,PTK,801
DPA,SHV,721
LRD,OKK,1177
OKK,PTK,201
GSP,BWG,275
PTK,ICT,817
PTK,SBN,163
EVV,AZO,308
FWA,SUS,331
PTK,TDZ,70
SBM,BOS,857
SUS,PTK,469
AUO,PTK,702
BTL,DQP,355
CLU,RWI,498
DQP,PTK,437
PTK,CLU,268
PTK,TRI,430
RWI,GSP,253
MTN,MRC,646
PTK,MHT,609
YIP,MTN,424
ABQ,BRO,833
ANB,PTK,640
ASN,EKX,284
CRW,MKC,703
EKX,PTK,368
LSE,PTK,404
LUK,RAP,1022
MDT,PTK,385
MFD,PTK,136
MKC,ANB,618
PAE,ABQ,1200
PSM,PTK,640
PTK,AMA,1108
PTK,CRW,311
PTK,LSE,404
RAP,PAE,961
ROA,ANB,420
BRO,LAX,1372
BTL,PTK,97
DAY,LRD,1220
DAY,RFD,300
GSP,IAG,593
MCI,GSH,495
PTK,UIN,446
RFD,MCI,356
SUS,ORD,271
SUS,SDF,269
TOL,ASN,566
AMA,SDM,896
AUO,LAN,702
AUO,MGM,60
BRO,AUO,858
CLU,PTK,268
CSG,PTK,705
CSG,YIP,675
ILG,PTK,456
PTK,AUO,702
PTK,ILG,456
TDF,CLU,430
ANB,GSP,227
LRD,PNE,1642
STL,JAN,444
BRO,JZT,466
CHA,GSP,170
PNE,LBE,233
DPA,DRT,1118
HSV,JZT,610
CLE,MTJ,1392
SFO,MAF,1209
KAE,ANC,639
ABQ,SBA,754
CMH,SYR,412
AMA,XNA,422
LGA,TOL,521
XNA,CMI,418
LAF,LPR,257
LPR,EKX,322
ASE,TXK,820
BWI,XNA,985
LIT,TYR,246
XNA,ABQ,697
XNA,MLI,411
MCI,FNT,625
ASE,SPS,589
ABQ,CMI,1062
AFW,BWI,1229
XNA,SYR,1075
AUO,FWA,577
MAF,PSP,841
OKC,GJT,654
TUL,DCA,1049
BOI,CLL,1409
SNA,BOI,688
OGD,SDF,1411
HDN,EGE,60
DEN,PVU,375
VGT,L41,202
BIL,MTJ,505
SLC,HDN,251
JZT,FWA,872
ABQ,FWA,1234
SNA,PSP,79
FAR,FCA,819
PSP,SAT,1101
CMH,MTJ,1341
CHS,FAY,159
DAB,MYR,335
DAB,SAV,203
SAV,FAY,239
TUL,BHM,550
STL,AVL,489
ILM,GSP,250
BZN,RAP,415
ORD,TWF,1358
RDU,ELM,445
CHS,BTV,880
ILM,CMH,481
ILM,STL,759
STL,ILM,759
ABI,SAT,211
BTV,MSN,813
BZN,MLI,1074
DAY,PUB,1093
PWM,GRR,768
ROC,CMH,346
BLV,STL,32
CID,PUB,721
DEN,BLV,801
GSO,MSN,697
OMA,CYS,464
RDU,FWA,494
SYR,BGR,381
GRR,OMA,544
IAD,DLH,923
IAD,RST,851
PIT,ALB,368
ALB,MSN,787
BWI,SPI,696
DEN,COU,670
CID,CYS,681
GRR,RDU,602
MAF,AFW,294
GGG,AFW,158
SHV,GGG,52
MAF,ICT,478
AFW,TXK,195
BHM,ROC,822
EWR,MCN,762
GRK,CHA,781
MSN,ORF,818
OMA,BGR,1385
ORF,GRR,644
SYR,ORF,429
ASE,GRB,1030
BIL,IDA,235
FCA,OGD,503
IAH,OGD,1212
OMA,PVU,833
BGR,MCI,1378
BHM,CMH,492
CLT,BGR,921
MSN,SYR,668
ORF,ROC,436
ROC,DFW,1266
SYR,CHS,736
ASE,SLC,292
BGR,MKE,959
BTR,MSP,996
BTV,GSO,679
LEX,ORF,469
ORF,MSN,818
CMH,GRR,241
ROC,BGR,456
MCI,BTR,637
ORF,CHO,151
ATW,STL,392
BTR,MCI,637
CMH,CHO,271
GSO,AVP,427
SAV,SYR,807
LNK,SLC,797
ALB,FNT,505
BTV,BNA,916
BTV,CHS,880
GRR,CHS,750
GSO,BGR,837
JAN,DTW,776
PIT,ILM,448
TUL,MGM,606
AUS,ABQ,619
OMA,CHA,724
ELM,MCN,751
LGA,PHF,288
MCI,MCN,768
MCN,CHS,211
BHM,TUL,550
CHS,AVP,629
MSN,PIT,504
MLI,TRI,555
ROC,BTV,244
BOI,YKM,296
LWS,PDX,274
MMH,PDX,582
PDX,YKM,120
SJC,MMH,170
ALW,YKM,113
BOI,EAT,328
EUG,STS,388
EAT,PSC,94
GEG,BZN,329
BZN,GEG,329
GEG,BIL,445
BOI,BIL,409
BZN,HLN,70
FAT,STS,207
STS,MFR,267
HLN,GEG,271
DRT,SDF,1062
ACT,CAE,950
ACT,LEX,842
LEX,ACT,842
ACT,BNA,681
ACT,MCO,978
BNA,ACT,681
MCO,ACT,978
ASE,FAT,721
AUS,SMF,1481
BHM,MTJ,1229
COS,SJC,943
ICT,PSP,1102
MTJ,CWA,1035
SFO,BLI,771
SFO,FCA,844
AUS,FAT,1348
ROW,COS,380
BFL,TUS,520
CYS,HDN,134
FWA,CLE,177
IAH,FWA,948
IDA,IAH,1311
RKS,ORD,1090
SFO,SGF,1588
ELP,BFL,772
TUS,ROW,382
ICT,ABQ,542
LAS,MTJ,433
PSP,CLL,1199
PSP,LAR,786
ASE,PIA,916
FCA,MKE,1322
ICT,IAD,1087
LAX,LNK,1279
TUS,SBA,539
BFL,CLL,1356
BFL,LAX,109
FSD,HDN,579
OKC,SGU,895
PIT,RAP,1191
RNO,HDN,669
SGU,SFO,490
SNA,TUS,417
AUS,PIA,850
IAH,DAB,861
MSO,HDN,562
ONT,MAF,905
RNO,MTJ,642
COS,GRB,941
DTW,BOI,1660
OKC,MSN,693
MAF,ONT,905
IAH,ROA,1018
ROA,IAH,1018
SAT,FAT,1325
SNA,FAT,238
TUS,MRY,695
IAH,PSC,1702
PSP,PSC,869
BFF,AIA,43
ICT,GBD,91
BRO,CLT,1170
IPT,SDF,515
PTK,IPT,349
IAD,ILG,111
PTK,MKC,633
STL,PTK,454
TYS,PTK,474
PVD,SBN,769
ELP,CLT,1482
SLN,PHX,883
BTV,SPI,905
MCI,SPI,271
OKC,PTK,911
ICT,SBN,655
OKC,MLI,568
GDC,MIA,630
JZT,PHX,867
PTK,JZT,1016
ADS,PTK,991
AUO,GSP,243
DQP,MEM,223
PTK,ADS,991
PTK,DQP,437
RFD,EKX,354
BTV,ATW,760
MIA,GRR,1214
MIA,MLI,1227
CLU,ASN,393
ELP,CNO,671
GDC,DAY,369
JAN,PTK,802
MQY,DAY,296
SDF,DRT,1062
BOS,AVP,253
CLT,LAF,485
FDY,MQY,378
GSH,PTK,145
LAF,PTK,240
LRD,GSH,1236
MQY,CMH,339
PTK,FDY,115
PTK,MRC,530
PTK,TUL,801
SHV,TEB,1238
IAD,SPI,656
ASN,MIA,637
EVV,ASN,319
MSP,TLH,1109
BDL,GFK,1264
MSP,JAN,883
IAH,RST,973
FAT,YKM,677
OMA,MSO,982
CKB,COS,1313
COS,CKB,1313
FAT,RDM,521
CAE,GYY,631
OMA,BOS,1282
BHM,JAX,365
BOI,CID,1248
DFW,SYR,1336
ALB,ROC,198
JAX,BTV,1071
MHT,MCI,1236
MSY,SYR,1196
DAB,LGA,897
LGA,DAB,897
MSY,ABE,1111
EYW,BWI,1050
MHT,PIT,485
SYR,MSY,1196
DCA,LFT,1038
OMA,MLI,280
GEG,MKE,1471
LGA,BTR,1198
LGA,MLI,868
OKC,FSD,567
HSV,RDU,460
AUS,CYS,855
DFW,ABE,1307
DTW,PUB,1147
EWR,TRI,532
LGA,FWA,593
OKC,CYS,558
TRI,RDU,206
CVG,BGR,906
DSM,PIT,705
IND,MHT,803
CMH,AVP,388
DFW,ELM,1273
JAX,MDT,724
BKC,BKC,0
KNW,KEK,8
DFW,IDA,1095
DFW,PVU,958
GRR,ALB,595
HDN,HLN,486
PSC,FSD,1109
JAX,FAR,1392
MDW,LSE,229
FAR,BOI,972
LGA,ICT,1279
MDW,RST,282
BZN,BOI,293
LAX,HLN,937
EVV,JZT,654
AVP,SYR,124
CAE,CRW,307
HPN,MCI,1116
JAN,MLI,631
OMA,LAN,590
GRB,BDL,798
MLI,OMA,280
SCE,CAK,188
CRW,PIA,460
TUS,LCH,1058
EKA,OAK,235
CMH,MLI,412
ROA,ATW,655
CAE,LCH,757
SDF,FOE,540
GRB,MSN,111
ORD,GUS,130
ELP,IGM,497
GSP,MSP,902
VPS,GGG,501
FAR,OKC,797
ONT,YUM,198
DSM,BNA,530
LIT,GSP,569
BDL,AVL,696
DAB,GSP,400
IAD,TRI,320
SDF,ABE,576
AUS,GSP,957
XNA,AVL,663
BZN,PHL,1853
DAL,CLE,1015
MSY,HPN,1202
OAK,PTK,2063
OKC,CLE,948
HPN,LAX,2477
BOS,OKC,1505
CLE,PDX,2045
EWR,CPS,864
HPN,HOU,1444
OKC,HPN,1353
PTK,MCO,989
PTK,OAK,2063
BVU,PAQ,71
PAQ,BVU,71
FPR,ADS,1053
LAN,LYH,472
LBB,PAE,1447
LYH,FPR,681
MQY,MVN,205
TUL,ADS,229
ADS,LIT,292
MLI,BIL,951
YIP,MLI,364
BFI,CPR,834
BFI,MCI,1490
CPR,STL,889
LEX,COT,1071
ADS,PAE,1678
PAE,LGB,996
RFD,ADS,764
DRT,LCK,1249
MGM,SDF,407
OSC,ADS,1072
JZT,IAH,212
LAX,LRD,1208
LGB,SAT,1195
MFE,JZT,452
NYL,OKC,993
PAE,NYL,1126
RIC,ADS,1145
SAT,LGB,1195
YIP,RIC,464
ABE,PSM,291
ADS,EVV,630
HTS,LRD,1230
JAN,AFW,425
MDT,HTS,335
MDT,STC,950
PTK,HTS,300
STC,LRD,1276
DRT,MEM,750
FNT,COS,1131
GSP,COS,1271
IAG,RIC,396
LAF,LRD,1139
MEM,IAG,812
TOL,ANB,563
TOL,CLT,466
ADS,CHA,682
OSC,TOL,199
BFI,OGD,671
GYY,ICT,600
LIT,GYY,542
MCI,MGM,671
OGD,TUL,936
PHF,MEM,768
ROA,YIP,388
DFW,YIP,980
AUS,OGD,1104
BNA,OGD,1409
EUG,TWF,454
SAT,GJT,875
SLC,OGD,28
MCN,MSP,985
MKE,BRD,389
OMA,HLN,880
ICT,CSG,791
LIT,CMH,629
MSP,ROW,1002
SAT,SBN,1080
SEA,SGU,847
ATL,MFE,974
AMA,SLC,679
AVP,RWI,396
CGI,YIP,472
DPA,BIL,1046
DPA,MGM,671
FWA,DPA,171
GYY,TYS,441
MCI,CGI,314
OSC,CLT,650
RAP,BFI,958
RAP,YNG,1153
RWI,MCI,952
TCL,TXK,369
TUL,DPA,569
TXK,YIP,832
YIP,RAP,993
IAG,ASN,762
YIP,PHX,1662
BTL,SHV,827
CHA,LEX,210
COS,PTK,1145
GRR,BHM,646
GSO,RAP,1336
SHV,COT,423
AVL,DTO,851
BFI,LEX,2003
BFI,LIT,1785
CHS,BTL,709
DTO,LBB,269
LAF,BTL,157
LIT,CHS,712
MGM,CPR,1317
MGM,DRT,886
TOL,ADS,930
BHM,ADS,585
GDC,LUK,320
GSP,CSG,227
LCK,ADS,906
LRD,BHM,863
LUK,SAT,1037
MGM,GSP,300
RAC,SHV,784
CRW,LRD,1275
DAY,ADS,849
LIT,MDT,928
MDT,PSM,366
ADS,BOI,1278
BFI,COS,1070
CNO,AUS,1198
HSV,ADS,590
MSP,CNO,1499
OAK,OLS,780
OLS,ELP,265
RAP,OAK,1091
SDF,RAP,988
ADS,BRO,488
CRW,EVV,324
EVV,MQY,151
HTS,MCI,658
LRD,RDU,1343
RDU,HTS,270
ADS,MKG,909
CLT,LBB,1195
CVG,LBL,898
ELP,OAK,988
GDC,ADS,840
LAX,ADS,1246
LBL,LAX,1005
LIT,CVG,513
MDT,GDC,485
MKG,LRD,1307
TCL,RDU,535
TOL,MGM,656
YIP,DEN,1114
MKG,JAN,778
PHX,SLN,883
ADS,PHX,879
BFI,CMH,2016
FWA,ADS,847
GYY,ADS,790
MDT,GYY,566
BFI,DTW,1926
FLL,ADS,1110
GSP,LYH,238
LRD,GDC,1126
LYH,PBI,735
MCO,ADS,975
LRD,MGM,849
MGM,SAT,742
MSY,LRD,583
PHX,SDM,295
SAT,ADS,256
SDM,MSY,1587
JZT,LGB,1220
JZT,NYL,1020
LGB,ADS,1231
NYL,DAL,1033
ELP,LAF,1235
LAF,SDF,167
LRD,MKL,833
TOL,GSO,432
BUF,ADS,1200
GSO,ADS,986
GSP,JAN,487
BFI,BIL,664
LAF,RWI,584
LEX,LAF,206
RFD,RIC,704
RWI,RFD,744
COS,PSC,896
PSM,ADS,1572
SYR,ADS,1324
MDT,OSC,449
MFD,FWA,141
OSC,SDF,450
ROC,FWA,414
ADS,QQY,220
CVG,MGM,475
LAN,LRD,1342
MCI,SBD,1297
MDT,MGM,764
QQY,MCI,673
MHR,SMF,19
PGS,GCN,68
GBD,ICT,91
ALO,LRD,1109
BFI,ORD,1720
CHA,GDC,162
ERI,RFD,458
GYY,SAT,1038
HGR,ALO,789
HKS,TOL,730
IND,TUP,400
JFK,HGR,219
LRD,OLS,736
LRD,SLC,1158
OLS,TUL,920
RFD,TOL,276
SKF,LRD,138
SLC,LRD,1158
TCL,GSP,330
TOL,MFE,1344
TUL,BFI,1560
YIP,ERI,173
YIP,JFK,518
FAR,TOL,742
GRR,EVV,350
GSO,DTO,1002
LEX,GSO,290
RWI,FAR,1240
SKF,BIL,1255
WGO,ADS,1127
YIP,WGO,354
EWR,HGR,200
CAK,SDF,297
DTW,GYY,213
FWA,FWA,0
GYY,DTW,213
LCK,GYY,266
LIT,FWA,577
MBS,MCI,624
MFE,LAN,1381
SDF,YNG,343
YNG,DTW,153
DRT,YNG,1401
FNT,JZT,1017
GYY,TDF,584
JZT,STL,564
MCI,AZO,521
MCI,TOL,596
MKC,GYY,416
MKC,TOL,594
MKG,MCI,516
MQY,GYY,390
STL,GYY,252
TDF,CLT,133
TVC,YIP,201
CLE,JZT,1034
JZT,MWH,1539
LEX,ELP,1305
MCI,CMI,347
MEM,LAN,607
MWH,MCI,1349
ALO,STL,284
CLU,JZT,774
GYY,MVN,240
LRD,TUS,757
STL,STL,0
TUS,TOL,1630
ANB,YIP,610
CMH,LRD,1279
FNT,SDF,347
JZT,SUS,550
LEX,ANB,315
MCI,TEB,1097
MEM,OKK,435
OKK,YIP,177
SUS,GSH,324
ATL,JZT,737
BWG,BUF,580
CNO,ICT,1160
GSH,ELP,1320
GYY,ATL,574
HVC,BWG,58
ICT,CNO,1160
MBS,CLE,185
MCI,MKG,516
MKG,GSP,610
RFD,LRD,1167
RWI,HVC,538
BGR,YIP,758
FSM,LRD,615
LRD,FSM,615
TVC,GYY,235
YNG,JZT,1082
YNG,SUS,559
LEX,AZO,294
YIP,OSC,153
DRT,MRC,908
FWA,OKC,776
HTS,SHV,755
JAN,FWA,656
JZT,FNT,1017
YIP,HTS,272
LRD,MHT,1893
MEM,PSM,1166
PSM,SHV,1450
CPS,JZT,564
GDC,MKL,375
GSH,GDC,502
MKL,GYY,423
OMA,VCV,1257
OSC,YIP,153
ROC,ROC,0
UIN,SDF,318
YIP,CPS,431
YIP,OMA,641
YIP,UIN,430
GRR,MRB,460
MCI,CSG,720
MCI,LAN,581
MCI,LGB,1353
MGM,LAN,729
MRB,MCI,895
SDF,MGM,407
CVG,BTV,702
MSY,SWF,1202
SRQ,PHL,957
SAT,CVG,1024
SAV,BWI,549
SYR,TYS,656
DEN,JAN,967
SAT,RST,1044
BHM,MSP,854
DFW,SWF,1392
JFK,DSM,1038
JFK,GRR,626
MSP,AEX,936
IAD,CWA,746
IDA,FAR,779
JAX,CWA,1077
JFK,DLH,1013
JFK,SBN,657
LGA,CWA,848
MSY,FAR,1219
DFW,AVP,1308
IAH,LAN,1065
BGR,SYR,381
MSN,HSV,602
CLT,AZO,544
CVG,FWA,136
LSE,DTW,416
MSN,JFK,819
MSY,XNA,493
PWM,CVG,810
ABQ,MSN,1080
AVP,BOS,253
BWI,BGR,560
JAX,MHT,1028
PWM,STL,1096
RDU,MHT,625
ROC,PBI,1141
BTV,MSY,1368
BUF,CHS,696
ACY,DCA,139
HSV,PBI,677
RSW,BTV,1326
IND,PWM,869
CLT,FAR,1153
PHL,RST,931
CMH,FSD,756
EWR,FWA,578
JAX,SYR,923
OMA,GRR,544
CMH,GSP,354
MYR,BTV,806
PWM,FLL,1332
DTW,ABI,1122
SAT,GSP,1020
STL,GSP,524
ANC,SXP,494
03A,OME,147
GSH,AUO,615
CLT,FDY,426
CVG,CHA,278
PNS,TRI,497
PHF,SDF,512
SFO,LMT,315
MQY,LAN,478
GRR,AZO,45
CNO,SAT,1167
DRT,LAF,1098
SDF,SLN,647
CHA,JAN,338
UIN,GYY,229
BTL,GDC,543
ASN,GSP,238
MMU,HGR,191
BDL,MQY,848
DPA,DTW,252
GSP,BTL,537
LCK,ASN,464
MQY,IAH,659
OLS,MCI,1058
LGB,TUL,1271
CLE,JAN,774
LAN,AFW,968
LRD,RDG,1605
LRD,AZO,1281
SXQ,PAQ,102
ICT,SNA,1179
CAE,ABE,558
ILM,SWF,540
PIT,MHT,485
PIT,SWF,328
ILM,IAD,323
PVD,AVP,224
RIC,BTV,528
SRQ,RIC,760
CAE,BWI,438
SRQ,RDU,625
AGS,IAD,460
BOS,PHF,464
JAN,ORF,851
MGM,TYS,278
AGS,RDU,250
DCA,OAJ,279
MKE,GSO,635
MYR,ORF,270
OAJ,DCA,279
ORF,BGR,668
PHL,GRB,733
TLH,ORF,649
AGS,SAV,96
CHA,HSV,93
MYR,CHS,84
MYR,RIC,279
PHL,MSN,764
ROC,ART,102
ABE,GSP,543
DCA,LYH,158
HSV,RIC,565
LYH,DCA,158
MVY,RIC,448
RIC,HPN,313
SWF,LEX,608
SYR,LYH,431
GSP,AGS,106
BDL,ABE,169
FWA,GSO,440
BGR,ALB,286
BGR,PVD,250
JAX,MYR,273
LGA,LYH,372
LYH,LGA,372
GJT,EGE,93
PNS,RIC,745
ILM,ABE,460
PSC,GTF,376
GCN,PGS,68
ROC,PWM,372
FWA,FSM,633
BDL,BED,80
GFK,DEN,671
LAF,DTW,224
LAN,SCE,372
IND,MCN,506
GFK,CMH,897
SBN,BOS,788
CMI,DTW,297
DTW,CMI,297
LNK,MEM,545
OKC,RST,647
ATL,ISP,795
CAK,ISP,437
ATL,DLH,998
BDL,MCN,877
RSW,MCN,439
TPA,GSP,477
TUL,LSE,584
BOS,MCN,961
DAY,SRQ,867
MCO,MCN,325
MSP,CHA,801
JAX,CSG,237
PIT,CHA,464
TPA,FWA,909
PIT,AGS,500
MBS,ATW,227
PHL,LCH,1218
DCA,FAY,285
IAD,BOI,2025
BOI,JAC,275
BWI,BTV,408
PBI,ROC,1141
SRQ,BTV,1288
JAX,BQN,1232
JFK,BTR,1197
SWF,RIC,325
SWF,RSW,1120
FLL,ILM,581
IAD,SWF,250
MIA,FTW,1136
LAX,FTW,1217
SEA,MKC,1501
EDF,FYU,394
EDF,TLJ,230
FYU,UTO,239
TLJ,EDF,230
DEN,VEL,259
VEL,DEN,259
FSD,SPI,447
LWS,PIH,323
SVW,EDF,193
TRI,CRW,139
EAA,ANC,374
AK7,ANC,298
EDF,EDF,0
SVW,FAI,354
TLJ,SVW,125
VEE,SCC,227
FAI,WTK,463
BRO,GRK,356
GUS,IAD,477
IAD,GUS,477
ANI,TLJ,147
CIK,ANC,424
ZNC,FAI,465
GSP,PWM,877
CIU,SBN,327
ARC,ANC,498
EHM,TOG,66
NUI,DQH,9
PHO,DQH,410
PIZ,UTO,355
PTA,TOG,227
UTO,EDF,350
LNK,MKE,479
MKE,STC,355
TUL,DLH,759
EDF,TNC,634
GEK,FAI,293
KMO,ANC,348
LUR,EDF,707
TNC,OTZ,175
TOG,PTA,227
ILI,TLT,226
MFR,ABQ,1012
SHG,DCK,8
SEA,CDV,1293
SNA,STL,1569
PHX,MKC,1046
MKC,SAN,1337
MKC,SFO,1506
LGB,PIE,2136
LGA,SEA,2413
OTZ,ENA,557
ENA,OTZ,557
GSO,LRD,1287
LGB,LRD,1192
LRD,GSO,1287
LRD,ROC,1624
ROC,LRD,1624
ABE,LRD,1639
ABE,ROC,205
AKN,ANI,225
ALB,LRD,1780
LRD,UIN,977
UIN,LRD,977
PSP,SNA,79
ACT,UTM,452
AGS,UTM,489
BFF,FSD,368
BFF,IFP,752
BFL,SCK,208
BWI,UTM,817
CEF,SYR,193
CRW,PIT,163
FLL,UTM,849
GPT,PIT,854
ICT,UTM,446
IFP,BFF,752
MHT,UTM,1165
MSP,UTM,720
OKC,UTM,414
PHL,UTM,905
PIT,GPT,854
PIT,UTM,684
SDF,UTM,352
SRQ,UTM,682
SYR,CEF,193
TOL,UTM,594
UTM,ACT,452
UTM,BWI,817
UTM,ICT,446
UTM,MSP,720
UTM,OKC,414
UTM,PWM,1236
UTM,SDF,352
UTM,SRQ,682
UTM,TOL,594
ABI,UTM,561
DEN,GRB,905
FWA,UTM,517
GSO,UTM,595
IAD,UTM,772
ISP,UTM,1032
MEM,UTM,32
MIA,UTM,857
MOD,IFP,395
OMA,GPT,843
ORF,UTM,808
SFB,LBB,1262
STL,UTM,280
TYS,UTM,368
UTM,ABI,561
UTM,AGS,489
UTM,FLL,849
UTM,FWA,517
UTM,GSO,595
UTM,IAD,772
UTM,ISP,1032
UTM,LEX,395
UTM,MIA,857
UTM,PHL,905
UTM,PIT,684
UTM,STL,280
UTM,TYS,368
BNA,UTM,230
GPT,OMA,843
GRR,MQT,257
HRL,UTM,727
MLB,UTM,730
MQT,GRR,257
PVD,UTM,1135
RME,ACY,264
ROA,UTM,609
SMF,SMX,269
SMX,SMF,269
UTM,ALB,1050
UTM,BNA,230
UTM,HRL,727
UTM,MLB,730
UTM,ROA,609
CVG,UTM,435
DSM,UTM,506
MYR,UTM,657
SCK,BFL,208
SMX,BUR,129
UTM,CVG,435
UTM,DSM,506
UTM,MYR,657
ACY,JST,234
ALB,UTM,1050
GGG,IFP,1156
IFP,GGG,1156
JST,ACY,234
MFE,UTM,751
UTM,MFE,751
ACY,AVP,143
ACY,BDL,198
AVL,ISO,279
AVP,ACY,143
OMA,UTM,547
RDU,AVL,213
UTM,OMA,547
UTM,PVD,1135
ACY,MDT,127
ACY,OKC,1293
GPT,SHV,314
ISO,GPT,747
OKC,ACY,1293
UTM,ACY,930
ACY,UTM,930
BFF,BIS,366
BIS,BFF,366
CWA,RNO,1579
DEN,UTM,865
HPN,PBG,248
LBB,CRP,480
PBG,HPN,248
RNO,CWA,1579
UTM,DEN,865
UTM,MSY,323
ACY,SAT,1519
LBB,BHM,868
MCI,SBN,472
MDT,ROC,207
MQT,ACY,804
SAT,ACY,1519
CEF,ISP,101
GPT,ISO,747
GPT,LSE,937
IND,TOL,184
ISP,CEF,101
LSE,GPT,937
MLB,MSL,615
MSL,MLB,615
PGD,UST,213
TOL,IND,184
UST,ACY,759
UTM,ORF,808
ACY,UST,759
AZO,IFP,1633
BTR,GGG,246
GPT,UTM,304
IFP,AZO,1633
IFP,LCH,1288
LAN,MCO,1006
LCH,IFP,1288
MCO,TYS,532
UST,PGD,213
UTM,GPT,304
ACY,MLB,856
EWR,GPT,1096
IFP,LBE,1945
LBE,MCI,817
LGB,CVG,1889
MLB,ACY,856
MLB,SRQ,127
OAK,MSN,1762
RSW,SBN,1078
SRQ,MLB,127
TOL,RDU,478
ADS,MKE,843
AGS,DAL,863
DAL,AGS,863
DEN,ADS,645
CLL,SJU,2078
SJU,CLL,2078
ADS,RDU,1049
FOE,PHL,1092
PHL,FOE,1092
RDU,FOE,951
ADS,FTW,32
ADS,JFK,1378
FTW,ADS,32
FTW,PLN,1106
PLN,FTW,1106
BED,YIP,626
SGF,OMA,310
SGF,YIP,627
YIP,BED,626
YIP,SGF,627
CMX,YIP,419
JFK,YIP,518
LAF,RDU,543
RDU,LAF,543
DFW,LBE,1102
LBE,DFW,1102
ABQ,IAD,1628
EWR,BIL,1756
PIT,RFD,476
MSY,RFD,844
SNA,CRP,1276
BWI,RFD,685
GEG,IAH,1695
MDT,CVG,429
PIT,BFF,1218
TPA,LCH,663
MDW,BFI,1733
BOS,MOB,1248
GTF,IAH,1479
SFO,PIA,1758
PIT,COS,1306
ADW,MIA,919
ANB,MIA,632
ATL,JQF,244
MEM,FRG,985
TPA,OAK,2385
LAF,LEX,206
PIT,LEX,289
CSG,JAX,237
MGM,LEX,408
